MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,is_attached_garage
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Gd,Y,SBrkr,Fa,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,Gar2,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Ex,Y,FuseA,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,BuiltIn
RL,Pave,,IR2,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Low,AllPub,Inside,Mod,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Abnorml,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,TA,N,SBrkr,TA,Y,,,,ConLw,Normal,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,MetalSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR2,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,CBlock,GasA,Ex,Y,FuseF,Gd,Y,,,,WD,Abnorml,BuiltIn
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Gd,Y,SBrkr,TA,N,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,Slab,GasA,Ex,Y,SBrkr,Gd,Y,,,,ConLD,Normal,BuiltIn
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,FR2,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Gd,Y,FuseA,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,BrkFace,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,Basment
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,N,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,TA,Y,SBrkr,TA,Y,,GdWo,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,BuiltIn
RL,Pave,,IR1,Low,AllPub,Inside,Sev,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Gd,N,FuseA,Fa,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
FV,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasA,TA,Y,SBrkr,Gd,Y,,,,WD,Normal,
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RH,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,TA,N,FuseA,TA,N,,,,WD,Normal,
RL,Pave,,IR2,Low,AllPub,Corner,Mod,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,None,PConc,GasA,TA,Y,SBrkr,TA,N,,,,WD,AdjLand,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,GdWo,,WD,Abnorml,
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,BuiltIn
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Ex,Y,SBrkr,TA,Y,,MnPrv,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,BuiltIn
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Slab,GasA,TA,Y,SBrkr,TA,Y,,MnPrv,Shed,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,TA,Y,FuseA,TA,Y,,GdWo,,WD,Abnorml,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Gd,Y,FuseA,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Low,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Gd,Y,Mix,TA,N,,,,WD,Abnorml,
FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR2,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Ex,Y,SBrkr,TA,N,,GdPrv,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Abnorml,BuiltIn
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,BuiltIn
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,GdWo,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Ex,Y,FuseA,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,None,BrkTil,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,New,Partial,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,None,CBlock,GasA,TA,Y,FuseA,TA,Y,,,,COD,Abnorml,Attchd
RL,Pave,,Reg,Bnk,AllPub,Inside,Gtl,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,TA,N,SBrkr,TA,Y,,,,WD,Normal,Attchd
FV,Pave,,IR2,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Gd,Y,FuseA,TA,Y,,,,WD,Normal,
RL,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,BrkTil,GasW,TA,N,FuseA,TA,N,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Fa,N,FuseF,TA,P,,,,WD,AdjLand,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Alloca,Attchd
RL,Pave,,IR1,Lvl,AllPub,FR2,Gtl,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,CBlock,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,HLS,AllPub,Inside,Mod,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Ex,Y,FuseA,TA,N,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Gd,Y,FuseA,TA,Y,,,,WD,Normal,Attchd
RM,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Gd,Y,SBrkr,TA,P,,,,WD,Normal,
RL,Pave,,Reg,Low,AllPub,Inside,Mod,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,TA,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,COD,Abnorml,
RM,Pave,,IR1,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Gd,Y,SBrkr,TA,N,,MnPrv,,ConLD,Abnorml,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,ConLw,Normal,Attchd
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,TA,Y,FuseA,TA,Y,,,,WD,Normal,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Gd,Y,SBrkr,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,PConc,GasA,TA,N,SBrkr,Gd,P,,MnPrv,,WD,Normal,
RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Gd,Y,SBrkr,Gd,Y,,GdPrv,Shed,ConLI,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Ex,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,TA,N,FuseF,Fa,Y,,,,WD,Normal,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,TA,Y,SBrkr,TA,P,,,,WD,Normal,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,New,Partial,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Fa,Y,SBrkr,TA,Y,,MnPrv,,COD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,CBlock,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Gd,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,,Reg,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,TA,Y,SBrkr,TA,N,,,,WD,Normal,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Ex,Y,FuseA,Gd,N,,,,WD,Normal,
RL,Pave,,IR1,Low,AllPub,Inside,Mod,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,CBlock,GasA,TA,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
FV,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Family,
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Fa,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Fa,N,SBrkr,TA,Y,,,,COD,Abnorml,
RL,Pave,,IR1,Low,AllPub,CulDSac,Mod,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,PConc,GasA,Fa,Y,SBrkr,Gd,Y,,MnPrv,,WD,Normal,
RL,Pave,,IR1,Bnk,AllPub,Corner,Gtl,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,CBlock,GasA,TA,Y,SBrkr,Gd,Y,,,,WD,Normal,
FV,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,TA,Y,,,,New,Partial,BuiltIn
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,MnPrv,,WD,Normal,
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Gd,Y,SBrkr,TA,Y,,GdWo,,WD,Normal,
RL,Pave,,IR1,HLS,AllPub,Inside,Mod,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,CBlock,GasA,Fa,Y,FuseA,TA,Y,,,,WD,Normal,
RL,Pave,,Reg,HLS,AllPub,Inside,Mod,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,
RM,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,GdWo,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Ex,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,IR1,Lvl,AllPub,Corner,Gtl,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,TA,Y,SBrkr,Gd,Y,,,,WD,Normal,Attchd
RL,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,CBlock,GasA,TA,Y,SBrkr,TA,Y,,,,WD,Normal,Attchd
